brand	car_length	car_width	car_height	轴距	前轮距	后轮距
北汽威旺M50F	4724	1796	1718	2760	1544	1539
北汽威旺M50F	4724	1796	1718	2760	1544	1539
北汽威旺M50F	4724	1796	1748	2760	1544	1539
北汽威旺M50F	4724	1796	1748	2760	1544	1539
北汽威旺M50F	4724	1796	1725	2760	1544	1539
北汽威旺M50F	4724	1796	1755	2760	1544	1539
北汽威旺M50F	4724	1796	1755	2760	1544	1539
北汽威旺M60	4800	1824	1718	2760	1544	1539
北汽威旺M60	4800	1824	1725	2760	1544	1539
北汽威旺M60	4800	1824	1718	2760	1544	1539
北汽威旺M60	4800	1824	1725	2760	1544	1539
北汽威旺S50	4654	1816	1680	2670	1540	1540
北汽威旺S50	4654	1816	1680	2670	1540	1540
北汽威旺S50	4654	1816	1680	2670	1540	1540
北汽威旺S50	4654	1816	1680	2670	1540	1540
北汽威旺S50	4654	1816	1680	2670	1540	1540
北汽威旺S50	4654	1816	1680	2670	1540	1540
北汽威旺S50	4654	1816	1680	2670	1540	1540
北汽威旺S50	4654	1816	1680	2670	1540	1540
北汽威旺S50	4654	1816	1680	2670	1540	1540
北汽威旺S50	4654	1816	1680	2670	1540	1540
北汽威旺S50	4654	1816	1680	2670	1540	1540
北汽威旺S50	4654	1816	1680	2670	1540	1540
北汽幻速H2	4520	1720	1785	2810	1425	1445
北汽幻速H2	4520	1720	1785	2810	1425	1445
北汽幻速H2	4520	1720	1825	2810	1425	1445
北汽幻速H2	4520	1720	1785	2810	1425	1445
北汽幻速H2	4520	1720	1785	2810	1425	1445
北汽幻速H2	4520	1720	1825	2810	1425	1445
北汽幻速H2	4520	1720	1825	2810	1425	1445
北汽幻速H2	4520	1720	1825	2810	1425	1445
北汽幻速H2V	4520	1720	1785	2810	1425	1445
北汽幻速H2V	4520	1720	1785	2810	1425	1445
北汽幻速H3	4660	1770	1800	2800	1450	1470
北汽幻速H3	4660	1770	1800	2800	1450	1470
北汽幻速H3	4660	1770	1800	2800	1450	1470
北汽幻速H3	4660	1770	1800	2800	1450	1470
北汽幻速H3	4720	1790	1780	2800	1500	1490
北汽幻速H3	4720	1790	1800	2800	1500	1490
北汽幻速H3	4720	1790	1800	2800	1500	1490
北汽幻速H6	4925	1834	2115	3080	1530	1530
北汽幻速H6	4925	1834	2115	3080	1530	1530
北汽幻速H6	4925	1834	2115	3080	1530	1530
北汽幻速H6	4925	1834	2115	3080	1530	1530
北汽幻速H6	4925	1834	2115	3080	1530	1530
北汽幻速H6	4925	1834	2115	3080	1530	1530
北汽幻速S2	4250	1730	1735	2560	1430	1450
北汽幻速S2	4250	1730	1770	2560	1430	1450
北汽幻速S2	4250	1730	1770	2560	1430	1450
北汽幻速S3	4380	1730	1760	2685	1432	1450
北汽幻速S3	4380	1730	1760	2685	1432	1450
北汽幻速S3	4520	1790	1770	2700	1450	1480
北汽幻速S3	4520	1790	1770	2700	1450	1480
北汽幻速S5	4460	1820	1685	2650	1542	1545
北汽幻速S5	4460	1820	1705	2650	1542	1545
北汽幻速S5	4460	1820	1705	2650	1542	1545
北汽幻速S5	4460	1820	1705	2650	1542	1545
北汽幻速S5	4460	1820	1705	2650	1542	1545
北汽幻速S5	4460	1820	1705	2650	1542	1545
北汽幻速S5	4460	1820	1705	2650	1542	1545
北汽幻速S5	4460	1820	1705	2650	1542	1545
北汽幻速S6	4693	1839	1683	2700	1560	1560
北汽幻速S6	4693	1839	1683	2700	1560	1560
北汽幻速S6	4693	1839	1683	2700	1560	1560
北汽幻速S6	4693	1839	1683	2700	1560	1560
北汽幻速S6	4693	1839	1683	2700	1560	1560
北汽幻速S6	4693	1839	1683	2700	1560	1560
北汽幻速S6	4693	1839	1683	2700	1560	1560
北汽幻速S6	4693	1839	1683	2700	1560	1560
北汽幻速S7	4800	1850	1770	2780	1560	1560
北汽幻速S7	4800	1850	1770	2780	1560	1560
北汽幻速S7	4800	1850	1770	2780	1560	1560
北汽幻速S7	4800	1850	1800	2780	1560	1560
北汽幻速S7	4800	1850	1770	2780	1560	1560
北汽幻速S7	4800	1850	1770	2780	1560	1560
北汽幻速S7	4800	1850	1800	2780	1560	1560
北汽新能源ES210	4861	1820	1462	2755	1524	1530
千里马	4115	1620	1410	2400	1420	1410
千里马	4115	1620	1410	2400	1420	1410
千里马	4115	1620	1410	2400	1420	1410
千里马	4115	1620	1410	2400	1420	1410
千里马	4115	1620	1410	2400	1420	1410
千里马	4115	1620	1410	2400	1420	1410
华晨金杯750	4515	1750	1760	2725	1495	1520
华晨金杯750	4560	1790	1795	2725	1495	1520
华晨金杯750	4560	1790	1795	2725	1495	1520
华晨金杯750	4515	1750	1760	2725	1495	1520
华晨金杯750	4515	1750	1795	2725	1495	1520
华晨金杯750	4515	1750	1795	2725	1495	1520
华晨金杯750	4515	1750	1795	2725	1495	1520
华晨金杯750	4515	1750	1795	2725	1495	1520
华晨金杯750	4515	1750	1795	2725	1495	1520
华晨金杯750	4560	1790	1795	2725	1495	1520
华普海景	4682	1725	1485	2602	-	-
华普海景	4682	1725	1485	2602	-	-
华普海景	4682	1725	1485	2602	-	-
华泰iEV230	4777	1794	1481	2700	-	-
华泰iEV230	4777	1794	1481	2700	-	-
华泰iEV230	4777	1794	1481	2700	-	-
华泰iEV230	4777	1794	1481	2700	-	-
华泰iEV230	4777	1794	1481	2700	-	-
华泰XEV260	4426	1862	1709	1660	-	-
华泰XEV260	4426	1862	1709	1660	-	-
华颂7	5104	1909	1935	3015	-	-
华颂7	5104	1909	1935	3015	-	-
华颂7	5104	1909	1935	3015	-	-
华颂7	5104	1909	1935	3015	-	-
华骐300E	4535	1736	1470	2610	1493	1483
博瑞	4956	1861	1513	2850	-	-
博瑞	4956	1861	1513	2850	-	-
博瑞	4956	1861	1513	2850	-	-
博瑞	4956	1861	1513	2850	-	-
博瑞	4956	1861	1513	2850	-	-
博瑞	4956	1861	1513	2850	-	-
博瑞	4956	1861	1513	2850	-	-
博瑞	4956	1861	1513	2850	-	-
博瑞	4956	1861	1513	2850	-	-
博瑞	4956	1861	1513	2850	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
博越	4519	1831	1694	2670	-	-
卡威W1	4600	1855	1810	2730	1530	1540
卡威W1	4600	1855	1810	2730	1530	1540
卡威W1	4600	1850	1810	2730	1600	1640
卡威W1	4600	1850	1810	2730	1600	1640
卡尔森 GL级	5163	1976	1840	3075	-	-
卡尔森 GL级	5163	1976	1840	3075	-	-
卡尔森 S级	5250	1871	1473	3165	-	-
卡尔森 S级	5250	1871	1473	3165	-	-
卡缤	4123	1778	1565	2606	-	-
卡缤	4123	1778	1565	2606	-	-
卡缤	4135	1755	1566	2606	-	-
卡缤	4135	1755	1566	2606	-	-
卡缤	4135	1755	1566	2606	-	-
卡罗拉	4630	1775	1480	2700	1535	1535
卡罗拉	4630	1775	1480	2700	1535	1535
卡罗拉	4620	1775	1480	2700	1535	1535
卡罗拉	4620	1775	1480	2700	1535	1535
卡罗拉	4620	1775	1480	2700	1535	1535
卡罗拉	4620	1775	1480	2700	1535	1535
卡罗拉	4620	1775	1480	2700	1525	1520
卡罗拉	4620	1775	1480	2700	1525	1520
卡罗拉	4620	1775	1480	2700	1525	1520
卡罗拉	4620	1775	1480	2700	1525	1520
卡罗拉	4620	1775	1480	2700	1525	1520
卡罗拉	4630	1775	1485	2700	1535	1535
卡罗拉	4630	1775	1485	2700	1525	1520
卡罗拉	4630	1775	1485	2700	1525	1520
卡罗拉	4630	1775	1485	2700	1525	1520
卡罗拉	4630	1775	1485	2700	1525	1520
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
双环SCEO	4710	1870	1820	2850	1595	1595
发现	4970	2073	1913	2923	-	-
发现	4970	2073	1913	2923	-	-
发现	4970	2073	1913	2923	-	-
发现	4970	2073	1913	2923	-	-
发现	4970	2073	1913	2923	-	-
发现神行	4599	1894	1724	2741	-	-
发现神行	4599	1894	1724	2741	-	-
发现神行	4599	1894	1724	2741	-	-
发现神行	4599	1894	1724	2741	-	-
发现神行	4599	1894	1724	2741	-	-
发现神行	4599	1894	1724	2741	-	-
古思特	5399	1948	1550	3295	1622	1660
古思特	5569	1948	1550	3465	1622	1660
吉利GC7	4547	1734	1470	2600	-	-
吉利GC7	4547	1734	1470	2600	-	-
吉利GC7	4547	1734	1470	2600	-	-
吉利GC7	4547	1734	1470	2600	-	-
吉利GX2	3815	1648	1530	2340	1420	1410
吉利GX2	3815	1648	1530	2340	1420	1410
吉利GX7	4553	1833	1700	2661	-	-
吉利GX7	4553	1833	1700	2661	-	-
吉利GX7	4553	1833	1700	2661	-	-
吉利GX7	4553	1833	1700	2661	-	-
吉利GX7	4553	1833	1673	2661	-	-
吉利GX7	4553	1833	1673	2661	-	-
吉利GX7	4553	1833	1700	2661	-	-
吉利GX7	4553	1833	1700	2661	-	-
吉利GX7	4553	1833	1700	2661	-	-
吉利GX7	4553	1833	1700	2661	-	-
吉利GX7	4553	1833	1700	2661	-	-
吉利GX7	4553	1833	1700	2661	-	-
吉利GX7	4553	1833	1700	2661	-	-
吉利GX7	4553	1833	1700	2661	-	-
吉利GX7	4553	1833	1700	2661	-	-
吉利GX7	4553	1833	1700	2661	-	-
吉利GX7	4553	1833	1700	2661	-	-
吉利SC3	4267	1680	1440	2434	1416	1410
吉利SC3	4267	1680	1440	2434	1416	1410
吉利SX7	4541	1833	1700	2661	-	-
吉利SX7	4541	1833	1700	2661	-	-
吉利SX7	4541	1833	1700	2661	-	-
吉利SX7	4541	1833	1700	2661	-	-
吉利SX7	4541	1833	1700	2661	-	-
吉利SX7	4541	1833	1700	2661	-	-
吉利SX7	4541	1833	1700	2661	-	-
吉利SX7	4541	1833	1700	2661	-	-
吉姆尼(进口)	3695	1600	1705	2250	1355	1365
吉姆尼(进口)	3695	1600	1705	2250	1355	1365
吉姆尼(进口)	3695	1600	1705	2250	1355	1365
吉姆尼(进口)	3695	1600	1705	2250	1355	1365
吉姆尼(进口)	3695	1600	1705	2250	1355	1365
吉姆尼(进口)	3695	1600	1705	2250	1355	1365
同悦	4155	1650	1445	2400	1420	1410
同悦	4155	1650	1445	2400	1420	1410
同悦	4155	1650	1445	2400	1420	1410
同悦	4155	1650	1445	2400	1420	1410
同悦	4155	1650	1445	2400	1420	1410
同悦	4155	1650	1445	2400	1420	1410
同悦RS	3965	1650	1445	2400	1420	1410
同悦RS	3965	1650	1445	2400	1420	1410
同悦RS	3965	1650	1445	2400	1420	1410
同悦RS	3965	1650	1445	2400	1420	1410
同悦RS	3965	1650	1445	2400	1420	1410
同悦RS	3965	1650	1445	2400	1420	1410
同悦RS	3965	1720	1545	2400	1420	1410
同悦RS	3965	1720	1545	2400	1420	1410
同悦RS	3965	1720	1545	2400	1420	1410
同悦RS	3965	1720	1545	2400	1420	1410
同悦RS	3965	1720	1545	2400	1420	1410
名图	4710	1820	1470	2770	-	-
名图	4710	1820	1470	2770	-	-
名图	4710	1820	1470	2770	-	-
名图	4710	1820	1470	2770	-	-
名图	4710	1820	1470	2770	-	-
名爵3	4055	1729	1521	2520	-	-
名爵3	4055	1729	1521	2520	-	-
名爵3	4055	1729	1521	2520	-	-
名爵3	4055	1729	1521	2520	-	-
名爵3SW	4079	1739	1528	2520	-	-
名爵5	4363	1800	1492	2650	-	-
名爵5	4363	1800	1492	2650	-	-
名爵5	4363	1800	1492	2650	-	-
名爵5	4363	1800	1492	2650	-	-
名爵5	4363	1800	1492	2650	-	-
名爵5	4363	1800	1492	2650	-	-
名爵5	4363	1800	1492	2650	-	-
名爵6	4695	1848	1462	2715	-	-
名爵6	4695	1848	1462	2715	-	-
名爵6	4695	1848	1462	2715	-	-
名爵6	4695	1848	1462	2715	-	-
名爵6	4695	1848	1462	2715	-	-
名爵6	4695	1848	1462	2715	-	-
名爵ZS	4314	1809	1624	2585	-	-
名爵ZS	4314	1809	1648	2585	-	-
名爵ZS	4314	1809	1648	2585	-	-
名爵ZS	4314	1809	1648	2585	-	-
名爵ZS	4314	1809	1648	2585	-	-
名爵ZS	4314	1809	1648	2585	-	-
名爵ZS	4314	1809	1648	2585	-	-
名爵ZS	4314	1809	1648	2585	-	-
名爵ZS	4314	1809	1648	2585	-	-
名爵ZS	4314	1809	1648	2585	-	-
君威	4902	1863	1456	2829	1603	1607
君威	4902	1863	1461	2829	1593	1597
君威	4902	1863	1461	2829	1593	1597
君威	4902	1863	1461	2829	1593	1597
君威	4902	1863	1461	2829	1585	1589
君威	4902	1863	1461	2829	1585	1589
君威	4902	1863	1456	2829	1593	1597
君威	4902	1863	1456	2829	1593	1597
君威	4909	1863	1461	2829	1585	1589
君威	4909	1863	1461	2829	1585	1589
君爵	4865	1825	1420	2750	1540	1530
君爵	4865	1825	1420	2750	1540	1530
君越	5018	1866	1459	2905	1599	1602
君越	5018	1866	1459	2905	1599	1602
君越	5018	1866	1459	2905	1599	1602
君越	5018	1866	1461	2905	1599	1602
君越	5018	1866	1461	2905	1599	1602
君越	5018	1866	1459	2905	1599	1602
君越	5018	1866	1459	2905	1599	1602
君越	5038	1866	1469	2905	1599	1602
君越	5018	1866	1459	2905	1599	1602
君越	5018	1866	1459	2905	1599	1602
君越	5018	1866	1459	2905	1599	1602
君越	5018	1866	1461	2905	1599	1602
君越	5018	1866	1461	2905	1599	1602
君越	5018	1866	1461	2905	1599	1602
君越	5018	1866	1469	2905	1599	1602
君越	5018	1866	1459	2905	1599	1602
君越	5018	1866	1459	2905	1599	1602
君阁	4615	1775	1805	2720	1505	1500
君阁	4615	1775	1805	2720	1505	1500
君阁	4615	1775	1805	2720	1505	1500
君阁	4615	1775	1805	2720	1505	1500
君马S70	4746	1882	1700	2800	1578	1589
君马S70	4746	1882	1700	2800	1578	1589
君马S70	4746	1882	1700	2800	1578	1589
君马S70	4746	1882	1700	2800	1578	1589
君马S70	4746	1882	1700	2800	1578	1589
君马S70	4746	1882	1700	2800	1578	1589
君马S70	4746	1882	1700	2800	1578	1589
君马S70	4746	1882	1700	2800	1578	1589
君马S70	4746	1882	1700	2800	1578	1589
君马S70	4746	1882	1700	2800	1578	1589
君马S70	4746	1882	1700	2800	1578	1589
君马S70	4746	1882	1700	2800	1578	1589
君马S70	4746	1882	1700	2800	1578	1589
启悦	4545	1730	1475	2650	-	-
启悦	4545	1730	1475	2650	-	-
启悦	4545	1730	1475	2650	-	-
启悦	4545	1730	1475	2650	-	-
启悦	4545	1730	1475	2650	-	-
启腾EX80	4397	1730	1764	2721	-	-
启腾EX80	4397	1730	1764	2721	-	-
启腾EX80	4397	1730	1764	2721	-	-
启腾EX80	4397	1730	1758	2721	-	-
启腾EX80	4397	1730	1758	2721	-	-
启腾EX80	4397	1730	1758	2721	-	-
启腾EX80	4397	1730	1758	2721	-	-
启腾EX80	4397	1730	1764	2721	-	-
启腾EX80	4397	1730	1764	2721	-	-
启腾EX80	4397	1730	1764	2721	-	-
启腾M70	4397	1730	1764	2721	-	-
启腾M70	4397	1730	1764	2721	-	-
启腾M70	4397	1730	1764	2721	-	-
启腾V60	4505	1730	1788	2721	-	-
启腾V60	4505	1730	1788	2721	-	-
启腾V60	4505	1730	1788	2721	-	-
启辰D50	4480	1695	1535	2600	1480	1485
启辰D50	4480	1695	1535	2600	1480	1485
启辰D50	4480	1695	1535	2600	1480	1485
启辰D50	4480	1695	1535	2600	1480	1485
启辰D50	4480	1695	1535	2600	1480	1485
启辰D50	4480	1695	1535	2600	1480	1485
启辰D60	4756	1803	1487	2700	1550	1550
启辰D60	4756	1803	1487	2700	1550	1550
启辰D60	4756	1803	1487	2700	1550	1550
启辰D60	4756	1803	1487	2700	1550	1550
启辰D60	4756	1803	1487	2700	1550	1550
启辰D60	4756	1803	1487	2700	1540	1540
启辰D60	4756	1803	1487	2700	1540	1540
启辰D60	4756	1803	1487	2700	1540	1540
启辰M50V	4501	1726	1765	2750	1490	1514
启辰M50V	4501	1726	1780	2750	1490	1514
启辰M50V	4501	1726	1780	2750	1490	1514
启辰M50V	4501	1726	1780	2750	1490	1514
启辰M50V	4501	1726	1780	2750	1490	1514
启辰R30	3775	1665	1530	2450	1470	1475
启辰R30	3775	1665	1530	2450	1470	1475
启辰R30	3775	1665	1530	2450	1470	1475
启辰R30	3775	1665	1530	2450	1460	1465
启辰R50	4280	1695	1535	2600	1480	1485
启辰R50	4280	1695	1535	2600	1480	1485
启辰R50	4280	1695	1535	2600	1480	1485
启辰R50	4280	1695	1535	2600	1480	1485
启辰R50	4280	1695	1535	2600	1480	1485
启辰R50	4280	1695	1535	2600	1480	1485
启辰R50X	4307	1730	1564	2600	1480	1485
启辰R50X	4307	1730	1564	2600	1480	1485
启辰R50X	4307	1730	1564	2600	1480	1485
启辰R50X	4307	1730	1564	2600	1480	1485
启辰R50X	4307	1730	1564	2600	1480	1485
启辰R50X	4307	1730	1564	2600	1480	1485
启辰T70	4614	1786	1625	2630	1540	1545
启辰T70	4614	1786	1653	2630	1540	1545
启辰T70	4630	1845	1653	2630	1540	1545
启辰T70	4614	1786	1653	2630	1540	1545
启辰T70	4614	1786	1653	2630	1540	1545
启辰T70	4630	1845	1653	2630	1540	1545
启辰T70	4542	1786	1626	2630	1540	1545
启辰T70	4542	1786	1642	2630	1540	1545
启辰T70	4542	1786	1642	2630	1540	1545
启辰T70	4542	1786	1642	2630	1540	1545
启辰T70	4542	1786	1642	2630	1540	1545
启辰T70	4542	1786	1642	2630	1540	1545
启辰T70X	4582	1840	1644	2630	1550	1555
启辰T70X	4582	1840	1644	2630	1550	1555
启辰T70X	4582	1840	1644	2630	1550	1555
启辰T90	4793	1865	1571	2765	1610	1615
启辰T90	4793	1865	1571	2765	1610	1615
启辰T90	4793	1865	1586	2765	1610	1615
启辰T90	4793	1865	1571	2765	1610	1615
启辰T90	4793	1865	1586	2765	1610	1615
启辰T90	4793	1865	1592	2765	1600	1605
周末风	4142	1615	1527	2437	1415	1385
周末风	4142	1615	1527	2437	1415	1385
和悦	4590	1765	1465	2710	1505	1495
和悦	4590	1765	1465	2710	1505	1495
和悦	4590	1765	1465	2710	1505	1495
和悦A13	4190	1650	1445	2400	1420	1410
和悦A13	4190	1650	1445	2400	1420	1410
和悦A13	4190	1650	1445	2400	1420	1410
和悦A13RS	3965	1650	1445	2400	1420	1410
和悦A13RS	3965	1650	1545	2400	1420	1410
和悦A13RS	3965	1650	1545	2400	1420	1410
和悦A13RS	3965	1650	1545	2400	1420	1410
和悦A30	4435	1725	1505	2560	1470	1460
和悦A30	4435	1725	1505	2560	1470	1460
和悦A30	4435	1725	1505	2560	1470	1460
和悦A30	4435	1725	1505	2560	1470	1460
和悦A30	4435	1725	1505	2560	1470	1460
和悦A30	4435	1725	1505	2560	1470	1460
哈弗H1	3995	1728	1617	2383	-	-
哈弗H1	3995	1728	1617	2383	-	-
哈弗H1	3995	1728	1617	2383	-	-
哈弗H1	3995	1728	1617	2383	-	-
哈弗H1	3995	1728	1617	2383	-	-
哈弗H1	3898	1729	1621	2460	-	-
哈弗H1	3898	1729	1621	2460	-	-
哈弗H1	3898	1729	1621	2460	-	-
哈弗H1	3898	1729	1621	2460	-	-
哈弗H1	3898	1729	1621	2460	-	-
哈弗H1	3898	1729	1621	2460	-	-
哈弗H2	4335	1814	1695	2560	1525	1520
哈弗H2	4335	1814	1695	2560	1525	1520
哈弗H2	4335	1814	1695	2560	1525	1520
哈弗H2	4335	1814	1695	2560	1525	1520
哈弗H2	4365	1814	1695	2560	1525	1520
哈弗H2	4365	1814	1695	2560	1525	1520
哈弗H2	4365	1814	1695	2560	1525	1520
哈弗H2	4365	1814	1695	2560	1525	1520
哈弗H2	4365	1814	1695	2560	1525	1520
哈弗H2	4335	1814	1695	2560	1525	1520
哈弗H2	4335	1814	1695	2560	1525	1520
哈弗H2	4335	1814	1695	2560	1525	1520
哈弗H2	4335	1814	1695	2560	1525	1520
哈弗H2	4335	1814	1695	2560	1525	1520
哈弗H2	4335	1814	1695	2560	1525	1520
哈弗H2	4335	1814	1695	2560	1525	1520
哈弗H2	4335	1814	1695	2560	1525	1520
哈弗H2	4365	1814	1695	2560	1525	1520
哈弗H2	4365	1814	1695	2560	1525	1520
哈弗H2	4365	1814	1695	2560	1525	1520
哈弗H2	4365	1814	1695	2560	1525	1520
哈弗H2	4365	1814	1695	2560	1525	1520
哈弗H2	4365	1814	1695	2560	1525	1520
哈弗H2	4365	1814	1695	2560	1525	1520
哈弗H2	4365	1814	1695	2560	1525	1520
哈弗H2s	4146	1772	1638	2550	-	-
哈弗H2s	4146	1772	1638	2550	-	-
哈弗H2s	4146	1772	1638	2550	-	-
哈弗H2s	4146	1772	1638	2550	-	-
哈弗H2s	4146	1772	1638	2550	-	-
哈弗H2s	4195	1772	1638	2550	-	-
哈弗H2s	4195	1772	1638	2550	-	-
哈弗H2s	4195	1772	1638	2550	-	-
哈弗H2s	4195	1772	1638	2550	-	-
哈弗H2s	4195	1772	1638	2550	-	-
哈弗H2s	4146	1772	1638	2550	-	-
哈弗H2s	4146	1772	1638	2550	-	-
哈弗H2s	4146	1772	1638	2550	-	-
哈弗H2s	4146	1772	1638	2550	-	-
哈弗H2s	4146	1772	1638	2550	-	-
哈弗H2s	4195	1772	1638	2550	-	-
哈弗H2s	4195	1772	1638	2550	-	-
哈弗H2s	4195	1772	1638	2550	-	-
哈弗H2s	4195	1772	1638	2550	-	-
哈弗H2s	4195	1772	1638	2550	-	-
哈弗H3	4620	1800	1810	2700	1515	1520
哈弗H3	4650	1800	1810	2700	1515	1520
哈弗H3	4650	1800	1810	2700	1515	1520
哈弗H3	4650	1800	1810	2700	1515	1520
哈弗H5	4645	1800	1775	2700	1522	1530
哈弗H5	4645	1800	1785	2700	1522	1530
哈弗H5	4645	1800	1775	2700	1522	1530
哈弗H5	4645	1800	1775	2700	1522	1530
哈弗H5	4645	1800	1775	2700	1522	1530
哈弗H5	4645	1800	1775	2700	1522	1530
哈弗H6 Coupe	4590	1845	1700	2720	-	-
哈弗H6 Coupe	4590	1845	1700	2720	-	-
哈弗H6 Coupe	4549	1835	1700	2720	-	-
哈弗H6 Coupe	4549	1835	1700	2720	-	-
哈弗H6 Coupe	4589	1835	1700	2720	-	-
哈弗H6 Coupe	4589	1835	1700	2720	-	-
哈弗H6 Coupe	4589	1835	1700	2720	-	-
哈弗H6 Coupe	4589	1835	1700	2720	-	-
哈弗H6 Coupe	4589	1835	1700	2720	-	-
哈弗H6 Coupe	4589	1835	1700	2720	-	-
哈弗H6 Coupe	4589	1835	1700	2720	-	-
哈弗H6 Coupe	4589	1835	1700	2720	-	-
哈弗H6 Coupe	4589	1835	1700	2720	-	-
哈弗H6 Coupe	4589	1835	1700	2720	-	-
哈弗H6 Coupe	4589	1835	1700	2720	-	-
哈弗H6 Coupe	4549	1835	1700	2720	1565	1565
哈弗H6 Coupe	4549	1835	1700	2720	1565	1565
哈弗H6 Coupe	4549	1835	1700	2720	1565	1565
哈弗H6 Coupe	4549	1835	1700	2720	1565	1565
哈弗H6 Coupe	4549	1835	1700	2720	1565	1565
哈弗H6 Coupe	4549	1835	1700	2720	1565	1565
哈弗H6 Coupe	4549	1835	1700	2720	1565	1565
哈弗H6 Coupe	4549	1835	1700	2720	1565	1565
哈弗H6 Coupe	4549	1835	1700	2720	1565	1565
哈弗H6 Coupe	4549	1835	1700	2720	1565	1565
哈弗H6 Coupe	4549	1835	1700	2720	1565	1565
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4600	1860	1720	2680	-	-
哈弗H6	4649	1852	1710	2680	-	-
哈弗H6	4649	1852	1710	2680	-	-
哈弗H6	4649	1852	1710	2680	-	-
哈弗H6	4681	1827	1710	2680	-	-
哈弗H6	4681	1827	1710	2680	-	-
哈弗H6	4681	1827	1710	2680	-	-
哈弗H6	4649	1852	1710	2680	-	-
哈弗H6	4649	1852	1710	2680	-	-
哈弗H6	4649	1852	1710	2680	-	-
哈弗H6	4649	1852	1710	2680	-	-
哈弗H6	4681	1827	1710	2680	-	-
哈弗H6	4681	1827	1710	2680	-	-
哈弗H6	4681	1827	1710	2680	-	-
哈弗H6	4681	1827	1710	2680	-	-
哈弗H6	4640	1825	1690	2680	-	-
哈弗H6	4640	1825	1690	2680	-	-
哈弗H6	4640	1825	1690	2680	-	-
哈弗H6	4640	1825	1690	2680	-	-
哈弗H6	4640	1825	1690	2680	-	-
哈弗H6	4640	1825	1690	2680	-	-
哈弗H6	4640	1825	1690	2680	-	-
哈弗H6	4640	1825	1690	2680	-	-
哈弗H7	4700	1925	1718	2850	-	-
哈弗H7	4700	1925	1718	2850	-	-
哈弗H7	4700	1925	1718	2850	-	-
哈弗H7	4900	1925	1785	2850	-	-
哈弗H7	4900	1925	1785	2850	-	-
哈弗H7	4900	1925	1785	2850	-	-
哈弗H7	4715	1925	1718	2850	-	-
哈弗H7	4715	1925	1718	2850	-	-
哈弗H7	4715	1925	1718	2850	-	-
哈弗H7	4715	1925	1718	2850	-	-
哈弗H7	4910	1925	1785	2850	-	-
哈弗H7	4910	1925	1785	2850	-	-
哈弗H8	4820	1975	1794	2915	1647	1649
哈弗H8	4820	1975	1794	2915	1647	1649
哈弗H8	4820	1975	1794	2915	1647	1649
哈弗H8	4820	1975	1794	2915	1647	1649
哈弗H8	4820	1975	1794	2915	1647	1649
哈弗H8	4820	1975	1794	2915	1647	1649
哈弗H8	4820	1975	1794	2915	1647	1649
