brand	car_length	car_width	car_height	轴距	前轮距	后轮距
3 Wheeler	3225	1720	1000	-	-	-
3 Wheeler	3225	1720	1000	-	-	-
812 Superfast	4657	1971	1276	2720	1672	1645
AC Schnitzer X5	4909	1938	1772	2933	-	-
ALFA 156	4720	1815	1416	2700	1511	1498
ALFA GT	4480	1760	1390	2596	1530	1508
ALPINA B4	4640	1825	1373	2812	1578	1578
AMG GT	4546	1939	1287	2630	1680	1651
AMG GT	4546	1939	1288	2630	1680	1651
AMG GT	4546	1939	1288	2630	1680	1651
AMG GT	4546	1939	1288	2630	1680	1651
AMG GT	4546	1939	1288	2630	1680	1651
AMG GT	4546	1939	1288	2630	1680	1651
Aventador	4797	2030	1136	2700	1720	1680
Aventador	4780	2030	1136	2700	-	-
Aventador	4780	2030	1136	2700	1720	1700
Aventador	4835	2030	1136	2700	-	-
BJ 212	4080	1840	1870	2300	1510	1500
BJ 212	4080	1840	1870	2300	1510	1500
Boxster	4374	1801	1282	2475	-	-
C-MAX	4410	1828	1620	2647	-	-
C4 PICASSO	4428	1826	1629	2785	1587	1590
C4 PICASSO	4428	1826	1629	2785	1587	1590
C4 PICASSO	4597	1826	1652	2840	1587	1590
C4 PICASSO	4602	1826	1652	2840	1590	1590
C4 PICASSO	4597	1826	1652	2840	1587	1590
C4世嘉	4588	1800	1496	2610	-	-
C4世嘉	4588	1800	1496	2610	-	-
C4世嘉	4588	1800	1496	2610	-	-
C4世嘉	4588	1800	1496	2610	-	-
C4世嘉	4588	1800	1496	2610	-	-
C4世嘉	4588	1800	1496	2610	-	-
California T	4570	1910	1322	2670	1630	1605
Cayenne	4918	1983	1696	2895	-	-
Cayenne	4918	1983	1696	2895	-	-
Cayenne	4926	1983	1673	2895	-	-
Cayenne	4855	1939	1699	2895	-	-
Cayenne	4855	1939	1699	2895	-	-
Cayenne	4855	1939	1699	2895	-	-
Cayenne	4855	1939	1699	2895	-	-
Cayenne	4855	1939	1702	2895	-	-
Cayenne	4855	1939	1702	2895	-	-
Cayenne新能源	4855	1939	1699	2895	-	-
CIMA	5085	1845	1495	2870	1580	1560
DS 4S	4435	1843	1510	2715	-	-
DS 4S	4435	1843	1510	2715	-	-
DS 4S	4435	1843	1510	2715	-	-
DS 4S	4435	1843	1510	2715	-	-
DS 4S	4435	1843	1510	2715	-	-
DS 4S	4435	1843	1510	2715	-	-
DS 4S	4435	1843	1510	2715	-	-
DS 4S	4435	1843	1510	2715	-	-
DS 4S	4435	1843	1510	2715	-	-
DS 4S	4435	1843	1510	2715	-	-
DS 4S	4435	1843	1510	2715	-	-
DS 5	4530	1871	1520	2727	-	-
DS 5	4530	1871	1520	2727	-	-
DS 5	4530	1871	1520	2727	-	-
DS 5	4530	1871	1520	2727	-	-
DS 5	4530	1871	1520	2727	-	-
DS 5	4530	1871	1520	2727	-	-
DS 5	4530	1871	1520	2727	-	-
DS 5LS	4702	1840	1510	2715	-	-
DS 5LS	4702	1840	1510	2715	-	-
DS 5LS	4702	1840	1510	2715	-	-
DS 5LS	4702	1840	1510	2715	-	-
DS 5LS	4702	1840	1510	2715	-	-
DS 5LS	4702	1840	1510	2715	-	-
DS 5LS	4702	1840	1510	2715	-	-
DS 5LS	4702	1840	1510	2715	-	-
DS 5LS	4702	1840	1510	2715	-	-
DS 5LS	4702	1840	1510	2715	-	-
DS 5LS	4702	1840	1510	2715	-	-
DS 6	4553	1858	1610	2732	-	-
DS 6	4553	1858	1610	2732	-	-
DS 6	4553	1858	1610	2732	-	-
DS 6	4553	1858	1610	2732	-	-
DS 6	4553	1858	1610	2732	-	-
DS 6	4553	1858	1610	2732	-	-
DS 6	4553	1858	1610	2732	-	-
DS 6	4553	1858	1610	2732	-	-
DS 6	4553	1858	1610	2732	-	-
DS 6	4553	1858	1610	2732	-	-
DS 6	4553	1858	1610	2732	-	-
DS 6	4553	1858	1610	2732	-	-
DS 6	4553	1858	1610	2732	-	-
EC系列	3675	1630	1518	2360	-	-
EC系列	3675	1630	1518	2360	-	-
EC系列	3675	1630	1518	2360	-	-
EC系列	3675	1630	1518	2360	-	-
Elise	3824	1719	1117	2300	1457	1506
Espace	4878	1888	1675	2884	1630	1621
Espace	4878	1888	1675	2884	1624	1615
Espace	4878	1888	1675	2884	1624	1615
EU系列	4582	1794	1515	2650	1522	1528
EU系列	4582	1794	1515	2650	1522	1528
EU系列	4582	1794	1515	2650	1522	1528
Evora	4361	2047	1229	2575	1564	1557
EV系列	3998	1720	1503	2500	1460	1445
EV系列	4025	1720	1503	2500	1460	1445
EV系列	4025	1720	1503	2500	-	-
Exige	4084	1802	1129	2370	-	-
EX系列	4110	1750	1583	2519	-	-
EX系列	4110	1750	1583	2519	-	-
E美	4635	1790	1490	2620	1520	1530
E美	4635	1790	1490	2620	1520	1530
E美	4635	1790	1490	2620	1520	1530
F12berlinetta	4618	1942	1273	2720	1665	1618
Ghibli	4971	1945	1461	2998	1635	1653
Giulia	4643	1860	1436	2820	1557	1625
Giulia	4643	1860	1436	2820	1557	1625
Giulia	4643	1860	1436	2820	1557	1625
Giulia	4643	1860	1436	2820	1557	1625
Giulia	4643	1860	1436	2820	1557	1625
Giulia	4639	1873	1426	2820	1555	1607
GranCabrio	4881	1915	1380	2942	1586	1590
GranCabrio	4881	1915	1380	2942	1586	1590
GranCabrio	4933	1915	1343	2942	1586	1590
GranCabrio	4933	1915	1343	2942	1586	1590
GranTurismo	4881	1847	1353	2942	1586	1590
GranTurismo	4881	1847	1353	2942	1586	1590
GranTurismo	4933	1915	1343	2942	1586	1590
GranTurismo	4933	1915	1343	2942	1586	1590
GranTurismo	4881	1847	1353	2942	1586	1590
GTC4Lusso	4922	1980	1383	2990	1674	1668
GTC4Lusso	4922	1980	1383	2990	1674	1668
H-1辉翼	5125	1920	1925	3200	1685	1660
H-1辉翼	5125	1920	1925	3200	1685	1660
H-1辉翼	5125	1920	1925	3200	1685	1660
HIACE	4840	1880	2105	2570	1655	1650
HIACE	5380	1880	2285	3110	1655	1650
HIACE	5380	1880	2285	3110	1655	1650
Huayra	4605	2036	1169	-	-	-
Huracan	4459	1924	1165	2620	1668	1620
Huracan	4459	1924	1180	2620	1668	1620
Huracan	4506	1924	1165	2620	1668	1620
Huracan	4459	1924	1165	2620	1668	1620
KX CROSS	4240	1750	1505	2600	-	-
KX CROSS	4240	1750	1505	2600	-	-
LaFerrari	4702	1992	1116	2650	-	-
LANNIA 蓝鸟	4683	1780	1465	2700	1540	1540
LANNIA 蓝鸟	4683	1780	1465	2700	1540	1540
LANNIA 蓝鸟	4683	1780	1465	2700	1540	1540
LANNIA 蓝鸟	4683	1780	1465	2700	1540	1540
LANNIA 蓝鸟	4683	1780	1465	2700	1540	1540
LANNIA 蓝鸟	4683	1780	1465	2700	1540	1540
Levante	5003	1968	1679	3004	1624	1676
Levante	5003	1968	1679	3004	1624	1676
Levante	5003	1968	1679	3004	1624	1676
LITE	2986	1676	1492	1870	-	-
LITE	2986	1676	1492	1870	-	-
Macan	4681	1923	1624	2807	-	-
Macan	4681	1923	1624	2807	-	-
Macan	4692	1926	1609	2807	-	-
Macan	4699	1923	1624	2807	-	-
MASTER CEO	4845	1876	1768	2910	1605	1605
MASTER CEO	4845	1876	1768	2910	1605	1605
MINI CLUBMAN	4263	1800	1479	2670	1560	1561
MINI CLUBMAN	4263	1800	1479	2670	1560	1561
MINI CLUBMAN	4263	1800	1479	2670	1560	1561
MINI CLUBMAN	4263	1800	1479	2670	1560	1561
MINI CLUBMAN	4263	1800	1482	2670	1554	1555
MINI CLUBMAN	4263	1800	1482	2670	1554	1555
MINI CLUBMAN	4263	1800	1482	2670	1554	1555
MINI CLUBMAN	4263	1800	1482	2670	1554	1555
MINI COUNTRYMAN	4310	1822	1616	2670	-	-
MINI COUNTRYMAN	4310	1822	1616	2670	-	-
MINI COUNTRYMAN	4310	1822	1616	2670	-	-
MINI COUNTRYMAN	4310	1822	1616	2670	-	-
MINI COUNTRYMAN	4310	1822	1616	2670	-	-
MINI COUNTRYMAN	4310	1822	1616	2670	-	-
MINI COUNTRYMAN	4310	1822	1616	2670	-	-
MINI COUNTRYMAN	4310	1822	1616	2670	-	-
MINI COUNTRYMAN	4310	1822	1616	2670	-	-
MINI COUNTRYMAN	4310	1822	1616	2670	-	-
MINI COUNTRYMAN	4310	1822	1616	2670	-	-
MINI COUPE	3728	1683	1388	2467	1459	1467
MINI COUPE	3734	1683	1394	2467	1453	1461
MINI JCW CLUBMAN	4263	1800	1468	2670	1553	1555
MINI JCW CLUBMAN	4263	1800	1468	2670	1553	1555
MINI JCW COUNTRYMAN	4310	1822	1616	2670	1565	1567
MINI JCW COUNTRYMAN	4310	1822	1616	2670	1565	1567
MINI JCW COUPE	3758	1683	1394	2467	1453	1461
MINI JCW PACEMAN	4134	1786	1533	2596	1534	1559
MINI JCW	3874	1727	1452	2495	1485	1485
MINI JCW	3874	1727	1452	2495	1485	1485
MINI ROADSTER	3728	1683	1394	2467	1459	1467
MINI ROADSTER	3734	1683	1400	2467	1453	1461
MINI	3832	1727	1447	2495	-	-
MINI	3832	1727	1447	2495	-	-
MINI	3832	1727	1447	2495	-	-
MINI	3832	1727	1450	2495	-	-
MINI	3832	1727	1450	2495	-	-
MINI	3832	1727	1450	2495	-	-
MINI	3832	1727	1450	2495	-	-
MINI	3832	1727	1450	2495	-	-
MINI	3853	1727	1450	2495	-	-
MINI	3853	1727	1450	2495	-	-
MINI	3853	1727	1450	2495	-	-
MINI	3853	1727	1450	2495	-	-
MINI	3853	1727	1450	2495	-	-
MINI	3993	1727	1461	2567	-	-
MINI	3993	1727	1461	2567	-	-
MINI	3993	1727	1461	2567	-	-
MINI	3993	1727	1462	2567	-	-
MINI	3993	1727	1462	2567	-	-
MINI	3993	1727	1462	2567	-	-
MINI	3993	1727	1462	2567	-	-
MINI	4008	1727	1466	2567	-	-
MINI	4008	1727	1466	2567	-	-
MINI	4008	1727	1466	2567	-	-
MINI	4008	1727	1466	2567	-	-
MINI	3832	1727	1435	2495	1501	1501
MINI	3832	1727	1435	2495	1501	1501
MINI	3853	1727	1435	2495	1485	1485
MINI	3853	1727	1435	2495	1485	1485
MINI	3853	1727	1435	2495	1485	1485
MODEL S	4970	1964	1445	2960	1662	1700
MODEL S	4970	1964	1445	2960	1662	1700
MODEL S	4970	1964	1445	2960	1662	1700
MODEL X	5037	2070	1684	2965	1661	1699
MODEL X	5037	2070	1684	2965	1661	1699
MODEL X	5037	2070	1684	2965	1661	1699
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
mu-X牧游侠	4830	1860	1830	2845	1570	1570
Mustang	4784	1916	1387	2719	1570	1637
Mustang	4784	1916	1387	2719	1570	1637
Mustang	4784	1916	1387	2719	1570	1637
Mustang	4784	1916	1387	2719	1570	1637
Panamera	5049	1937	1423	2950	-	-
Panamera	5199	1937	1428	3100	-	-
Panamera	5049	1937	1428	2950	-	-
Panamera	5199	1937	1428	3100	-	-
Panamera	5049	1937	1423	2950	1671	1651
Panamera	5049	1937	1428	2950	-	-
Panamera	5199	1937	1428	3100	-	-
Panamera	5049	1937	1427	2950	1657	1639
Panamera	5049	1937	1428	2950	-	-
Panamera	5199	1937	1432	3100	-	-
Panamera新能源	5049	1937	1428	2950	-	-
Panamera新能源	5049	1937	1428	3100	-	-
Panamera新能源	5049	1937	1428	3100	-	-
Passat领驭	4789	1765	1470	2803	-	-
Passat领驭	4789	1765	1470	2803	-	-
Passat领驭	4789	1765	1470	2803	-	-
Passat领驭	4789	1765	1470	2803	-	-
Passat领驭	4789	1765	1470	2803	-	-
PN货车	3610	1395	1690	2010	1214	1190
PN货车	4280	1395	1780	2370	1214	1190
POLO	3970	1682	1462	2470	-	-
POLO	3970	1682	1462	2470	-	-
POLO	3970	1682	1462	2470	-	-
POLO	3970	1682	1462	2470	-	-
POLO	3970	1682	1462	2470	-	-
POLO	3987	1705	1486	2470	-	-
POLO	3987	1705	1486	2470	-	-
POLO	3987	1705	1486	2470	-	-
POLO	3975	1682	1487	2470	-	-
Rapide	5019	2140	1360	2989	-	-
Rapide	5019	2140	1360	2989	-	-
Rapide	5019	2140	1360	2989	-	-
RAV4荣放	4600	1845	1690	2660	1570	1570
RAV4荣放	4600	1845	1690	2660	1570	1570
RAV4荣放	4600	1845	1690	2660	1570	1570
RAV4荣放	4675	1845	1690	2660	1570	1570
RAV4荣放	4600	1845	1690	2660	1570	1570
RAV4荣放	4600	1845	1690	2660	1570	1570
RAV4荣放	4600	1845	1690	2660	1560	1560
RAV4荣放	4600	1845	1715	2660	1560	1560
RAV4荣放	4600	1845	1690	2660	1560	1560
SAVANA	5715	2098	2425	3429	-	-
SAVANA	6200	2018	2083	3937	1756	1698
SAVANA	6200	2018	2083	3937	1756	1698
SAVANA	5760	2100	2370	3429	1725	1725
SAVANA	5760	2100	2370	3429	1725	1725
SAVANA	5692	2016	2489	3429	1756	1698
SAVANA	5760	2050	2460	3429	1756	1698
SAVANA	5715	2098	2425	3937	-	-
SAVANA	5715	2098	2425	3937	-	-
SAVANA	5689	2017	2060	3429	1630	1630
SAVANA	5689	2017	2060	3429	1630	1630
SAVANA	5689	2017	2534	3429	1630	1630
SAVANA	5689	2017	2534	3429	1630	1630
SAVANA	5689	2017	2534	3429	1630	1630
SAVANA	5689	2017	2534	3429	1630	1630
SAVANA	5715	2098	2425	3429	-	-
SAVANA	5715	2098	2425	3429	-	-
SAVANA	5715	2098	2425	3429	-	-
SAVANA	5715	2098	2425	3429	-	-
SAVANA	5715	2098	2425	3429	-	-
SAVANA	6224	2098	2425	3937	-	-
SAVANA	6224	2098	2425	3937	-	-
SAVANA	5715	2098	2425	3429	-	-
SAVANA	5692	2016	2489	3429	1725	1725
SAVANA	5692	2016	2489	3429	1725	1725
SAVANA	5692	2016	2489	3429	1725	1725
SAVANA	5760	2040	2370	3429	1725	1725
SAVANA	5760	2040	2370	3429	1725	1725
SAVANA	6230	2018	2450	3937	1756	1698
SAVANA	6230	2018	2150	3937	1756	1698
SAVANA	5760	2100	2370	3429	1725	1725
SAVANA	5689	2017	2534	3429	1630	1630
SAVANA	5689	2017	2534	3429	1630	1630
SAVANA	6224	2098	2425	3937	-	-
SAVANA	6224	2098	2425	3937	-	-
SAVANA	5715	2098	2425	3429	-	-
SAVANA	5715	2098	2425	3429	-	-
SAVANA	5715	2098	2425	3429	-	-
SAVANA	5715	2098	2425	3429	-	-
SAVANA	5715	2098	2425	3429	-	-
SAVANA	5715	2098	2425	3429	-	-
SAVANA	5715	2098	2425	3429	-	-
SAVANA	6224	2098	2425	3937	-	-
SIERRA	5829	2032	1879	3645	1745	1744
SIERRA	5829	2032	1879	3645	1745	1744
SIERRA	5829	2032	1879	3645	1745	1744
SIERRA	5829	2032	1879	3645	1745	1744
SLS赛威	5120	1845	1505	3057	1564	1568
smart forfour	3495	1665	1554	2494	1467	1429
smart forfour	3495	1665	1554	2494	1467	1429
smart forfour	3495	1665	1554	2494	1467	1429
smart forfour	3495	1665	1554	2494	1467	1429
smart forfour	3495	1665	1554	2494	1443	1433
smart fortwo	2695	1663	1555	1873	-	-
smart fortwo	2695	1663	1555	1873	-	-
smart fortwo	2695	1663	1555	1873	-	-
smart fortwo	2695	1663	1555	1873	-	-
smart fortwo	2695	1663	1555	1873	-	-
smart fortwo	2695	1663	1555	1873	-	-
smart fortwo	2695	1663	1555	1873	-	-
smart fortwo	2695	1663	1555	1873	-	-
smart fortwo	2695	1663	1555	1873	-	-
smart fortwo	2695	1663	1555	1873	-	-
smart fortwo	2695	1663	1555	1873	-	-
smart fortwo	2695	1663	1555	1873	-	-
smart fortwo	2695	1663	1552	1873	-	-
smart fortwo	2695	1663	1552	1873	-	-
smart fortwo	2695	1663	1542	1873	-	-
Stelvio	4687	1903	1688	2818	1612	1649
Stelvio	4687	1903	1688	2818	1612	1649
Stelvio	4687	1903	1688	2818	1612	1649
SWM斯威X3	4615	1790	1790	2725	1495	1520
SWM斯威X3	4615	1790	1790	2725	1495	1520
SWM斯威X3	4615	1790	1790	2725	1495	1520
SWM斯威X3	4615	1790	1790	2725	1495	1520
SWM斯威X3	4615	1790	1790	2725	1495	1520
SWM斯威X3	4615	1790	1790	2725	1495	1520
SWM斯威X3	4615	1790	1790	2725	1495	1520
SWM斯威X3	4615	1790	1790	2725	1495	1520
SWM斯威X7	4710	1855	1770	2750	1545	1550
SWM斯威X7	4710	1855	1770	2750	1545	1550
SWM斯威X7	4710	1855	1770	2750	1545	1550
SWM斯威X7	4710	1855	1770	2750	1545	1550
SWM斯威X7	4710	1855	1770	2750	1545	1550
SWM斯威X7	4710	1855	1770	2750	1545	1550
SWM斯威X7	4710	1855	1770	2750	1545	1550
SWM斯威X7	4710	1855	1770	2750	1545	1550
SWM斯威X7	4710	1855	1770	2750	1545	1550
SWM斯威X7	4710	1855	1770	2750	1545	1550
Tiguan	4486	1839	1646	2681	-	-
Tiguan	4486	1839	1657	2681	-	-
Tiguan	4490	1859	1657	2681	-	-
Tiguan	4490	1859	1657	2681	-	-
Tiguan	4486	1839	1646	2681	-	-
Tiguan	4486	1839	1657	2681	-	-
Tiguan	4490	1859	1657	2681	-	-
Tiguan	4490	1859	1657	2681	-	-
U5 SUV	4395	1783	1596	2620	1505	1522
U5 SUV	4395	1783	1596	2620	1505	1522
U5 SUV	4395	1783	1607	2620	1505	1522
U5 SUV	4395	1783	1607	2620	1505	1522
U5 SUV	4395	1783	1596	2620	1505	1522
U5 SUV	4395	1783	1596	2620	1505	1522
U5 SUV	4395	1783	1596	2620	1505	1522
U5 SUV	4395	1783	1607	2620	1505	1522
U5 SUV	4395	1783	1607	2620	1505	1522
U5 SUV	4395	1783	1607	2620	1505	1522
Urus	5112	2016	1638	3003	-	-
V12 Vantage	4385	2022	1250	2600	-	-
V12 Vantage	4382	2022	1256	2600	-	-
V12 Zagato	4385	1865	1250	2600	1570	1575
V3菱悦	4420	1700	1415	2500	1460	1465
V3菱悦	4420	1700	1415	2500	1460	1465
V3菱悦	4420	1700	1415	2500	1460	1465
V3菱悦	4420	1700	1415	2500	1460	1465
V3菱悦	4420	1700	1415	2500	1460	1465
V5菱致	4578	1775	1480	2615	-	-
V5菱致	4578	1775	1480	2615	-	-
V5菱致	4578	1775	1480	2615	-	-
V5菱致	4578	1775	1480	2615	-	-
V5菱致	4570	1770	1475	2610	1510	1520
V5菱致	4570	1770	1475	2610	1510	1520
V6菱仕	4475	1770	1535	2610	1510	1530
V6菱仕	4475	1770	1535	2610	1510	1530
V6菱仕	4475	1770	1535	2610	1510	1530
V6菱仕	4475	1770	1535	2610	1510	1530
V6菱仕	4475	1770	1535	2610	1510	1530
V8 Vantage	4382	1865	1260	2601	1570	1560
V8 Vantage	4382	1865	1260	2601	1570	1560
V8 Vantage	4382	1865	1260	2601	1570	1560
V8 Vantage	4382	1865	1265	2601	1570	1560
V8 Vantage	4382	1865	1265	2601	1570	1560
Vanquish	4730	1910	1295	2740	-	-
Vanquish	4730	1910	1295	2740	-	-
Vanquish	4728	1910	1294	2740	-	-
Vanquish	4728	1910	1294	2740	-	-
VELITE 5	4579	1811	1494	2694	1540	1570
VELITE 5	4579	1811	1494	2694	1540	1570
Veloster飞思	4250	1805	1405	2650	-	-
Veloster飞思	4250	1805	1405	2650	-	-
Veloster飞思	4250	1805	1405	2650	-	-
Veloster飞思	4250	1805	1405	2650	-	-
WEY VV5	4462	1857	1638	2680	-	-
WEY VV5	4462	1857	1638	2680	-	-
WEY VV7	4749	1931	1655	2950	-	-
WEY VV7	4749	1931	1655	2950	-	-
WEY VV7	4749	1931	1655	2950	-	-
WEY VV7	4765	1931	1655	2950	-	-
WEY VV7	4765	1931	1655	2950	-	-
WEY VV7	4765	1931	1655	2950	-	-
X-BOW	3738	1915	1202	2430	1672	1626
XC Classic	4807	1936	1784	2857	-	-
XC Classic	4807	1936	1784	2857	-	-
YARiS L 致享	4440	1700	1490	2550	-	-
YARiS L 致享	4440	1700	1490	2550	-	-
YARiS L 致享	4440	1700	1490	2550	-	-
YARiS L 致享	4440	1700	1490	2550	-	-
YARiS L 致享	4440	1700	1490	2550	-	-
YARiS L 致享	4440	1700	1490	2550	-	-
YARiS L 致享	4440	1700	1490	2550	-	-
YARiS L 致享	4440	1700	1490	2550	-	-
YARiS L 致享	4440	1700	1490	2550	-	-
YARiS L 致炫	4160	1700	1485	2550	1460	1460
YARiS L 致炫	4160	1700	1485	2550	1460	1460
YARiS L 致炫	4160	1700	1495	2550	1460	1460
YARiS L 致炫	4160	1700	1495	2550	1460	1460
YARiS L 致炫	4160	1700	1495	2550	1460	1460
YARiS L 致炫	4160	1700	1495	2550	1460	1460
YARiS L 致炫	4160	1700	1495	2550	1460	1460
YARiS L 致炫	4160	1700	1495	2550	1460	1460
YARiS L 致炫	4160	1700	1495	2550	1460	1460
YARiS L 致炫	4160	1700	1495	2550	1460	1460
Yeti	4275	1793	1682	2638	-	-
Yeti	4275	1793	1682	2638	-	-
Yeti	4275	1793	1682	2638	-	-
Yeti	4459	1793	1682	2638	-	-
Yeti	4459	1793	1682	2638	-	-
Yeti	4459	1793	1682	2638	-	-
YUKON	5179	2045	1890	2946	1745	1744
YUKON	5697	2045	1890	3302	1745	1744
YUKON	5179	2045	1890	2946	1745	1744
YUKON	5697	2045	1890	3302	1745	1744
YUKON	5300	2032	1889	3302	-	-
YUKON	5700	2032	1889	3302	-	-
YUKON	5700	2032	1889	3302	-	-
YUKON	5300	2032	1889	3302	-	-
YUKON	5700	2032	1889	3302	-	-
一汽-大众CC	4812	1855	1417	2712	-	-
一汽-大众CC	4812	1855	1417	2712	-	-
一汽-大众CC	4812	1855	1417	2712	-	-
一汽-大众CC	4812	1855	1417	2712	-	-
一汽-大众CC	4812	1855	1417	2712	-	-
一汽-大众CC	4812	1855	1417	2712	-	-
世嘉	4588	1773	1486	2610	1501	1489
世嘉	4588	1773	1486	2610	1501	1489
世嘉	4588	1773	1486	2610	1501	1489
丘比特	3918	1725	1518	2500	1460	1445
丘比特	3918	1725	1518	2500	1460	1445
丘比特	3918	1725	1518	2500	1460	1445
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX3	4354	1840	1670	2610	1585	1586
东南DX7	4530	1900	1700	2700	1601	1602
东南DX7	4530	1900	1700	2700	1601	1602
东南DX7	4530	1900	1700	2700	1601	1602
东南DX7	4530	1900	1700	2700	1601	1602
东南DX7	4530	1900	1700	2700	1601	1602
东南DX7	4530	1900	1700	2700	1601	1602
东南DX7	4530	1900	1700	2700	1601	1602
东南DX7	4530	1900	1700	2700	1601	1602
东南DX7	4530	1900	1700	2700	1601	1602
东南DX7	4530	1900	1700	2700	1601	1602
东方之子	4866	1840	1500	2768	1567	1547
东方之子	4866	1840	1500	2768	1567	1547
东方之子	4866	1840	1500	2768	1567	1547
东方之子	4866	1840	1500	2768	1567	1547
东方之子	4866	1840	1500	2768	1567	1547
东方之子	4866	1840	1500	2768	1567	1547
东方之子Cross	4662	1820	1590	2800	1550	1535
东方之子Cross	4662	1820	1590	2800	1550	1535
东方之子Cross	4662	1820	1590	2800	1550	1535
东方之子Cross	4662	1820	1590	2800	1550	1535
东方之子Cross	4662	1820	1590	2800	1550	1535
东风A9	5066	1858	1470	2900	1589	1563
东风A9	5066	1858	1470	2900	1589	1563
东风A9	5066	1858	1470	2900	1589	1563
东风风光360	4510	1725	1810	2725	1465	1445
东风风光360	4510	1725	1810	2725	1465	1445
东风风光360	4510	1725	1810	2725	1465	1445
东风风光360	4510	1725	1810	2725	1465	1445
东风风光360	4510	1725	1810	2725	1465	1445
东风风光360	4510	1725	1810	2725	1465	1445
东风风光360	4510	1725	1810	2725	1465	1445
东风风光360	4510	1725	1810	2725	1465	1445
东风风光360	4510	1725	1810	2725	1465	1445
东风风光360	4510	1725	1810	2725	1465	1445
东风风光360	4510	1725	1810	2725	1465	1445
东风风光360	4510	1725	1810	2725	1465	1445
东风风光370	4565	1725	1810	2725	1465	1445
东风风光370	4565	1725	1810	2725	1465	1445
东风风光370	4565	1725	1810	2725	1465	1445
东风风光370	4565	1725	1810	2725	1465	1445
东风风光370	4565	1725	1810	2725	1465	1445
东风风光370	4565	1725	1810	2725	1465	1445
东风风光370	4565	1725	1810	2725	1465	1445
东风风光370	4565	1725	1810	2725	1465	1445
东风风光370	4565	1725	1810	2725	1465	1445
东风风光370	4565	1725	1810	2725	1465	1445
东风风光370	4565	1725	1810	2725	1465	1445
东风风光370	4565	1725	1810	2725	1465	1445
东风风光370	4565	1725	1810	2725	1465	1445
东风风光370	4565	1725	1810	2725	1465	1445
东风风光580	4680	1845	1715	2780	1570	1572
东风风光580	4680	1845	1715	2780	1570	1572
东风风光580	4680	1845	1715	2780	1570	1572
东风风光580	4680	1845	1715	2780	1570	1572
东风风光580	4680	1845	1715	2780	1570	1572
东风风光580	4680	1845	1715	2780	1570	1572
东风风光580	4680	1845	1715	2780	1570	1572
东风风光580	4680	1845	1715	2780	1570	1572
东风风光580	4680	1845	1715	2780	1570	1572
